Yaş,İşten Ayrılma,İş Seyahati,Günlük Ücret,Departman,Evden Uzaklık,Eğitim Seviyesi,Eğitim Alanı,Çalışan Sayısı,Sicil No,Çevresel Memnuniyet,Cinsiyet,Saat Ücreti,İşe Katılım,İş Seviyesi,İş Rolü,İş Memnuniyeti,Medeni Durum,Aylık Gelir,Aylık Ücret,Daha Önce Çalışılan İşyeri Sayısı,Fazla Mesai,Ücret Artış Yüzdesi,Performans Skoru,İş Arkadaşlarından  Memnuniyeti,Standart Çalışma Saati,Hisse Seçeneği Seviyesi,Kıdem,Geçen Yıl Katılınan Eğitim Sayısı,İş-Yaşam Dengesi Skoru,Şirketteki Kıdemi,Mevcut Pozisyonda Geçen Yıl,Son Terfiden Bu Yana Geçen Yıl,Mevcut Yöneticiyle Geçen Yıl
34,Hayır,Seyrek Seyahat,1031,Araştırma ve Geliştirme,6,4,Fen Bilimleri,1,151,3,Kadın,45,2,2,Araştırma Bilimcisi,2,Boşanmış,4505,15000,6,Hayır,15,3,3,80,1,12,3,3,1,0,0,0
37,Hayır,Seyrek Seyahat,1189,Satış,3,3,Fen Bilimleri,1,152,3,Erkek,87,3,3,Satış Yöneticisi,4,Bekar,7428,14506,2,Hayır,12,3,1,80,0,12,3,3,5,3,1,3
34,Hayır,Seyrek Seyahat,1354,Araştırma ve Geliştirme,5,3,Tıp,1,153,3,Kadın,45,2,3,Yönetici,1,Bekar,11631,5615,2,Hayır,12,3,4,80,0,14,6,3,11,10,5,8
36,Hayır,Sık Seyahat,1467,Satış,11,2,Mühendislik,1,154,2,Kadın,92,3,3,Satış Yöneticisi,4,Evli,9738,22952,0,Hayır,14,3,3,80,1,10,6,3,9,7,2,8
36,Hayır,Seyrek Seyahat,922,Araştırma ve Geliştirme,3,2,Fen Bilimleri,1,155,1,Kadın,39,3,1,Laboratuvar Teknikeri,4,Boşanmış,2835,2561,5,Hayır,22,4,1,80,1,7,2,3,1,0,0,0
43,Hayır,Sık Seyahat,394,Satış,26,2,Fen Bilimleri,1,158,3,Erkek,92,3,4,Yönetici,4,Evli,16959,19494,1,Evet,12,3,4,80,2,25,3,4,25,12,4,12
30,Hayır,Sık Seyahat,1312,Araştırma ve Geliştirme,23,3,Fen Bilimleri,1,159,1,Erkek,96,1,1,Araştırma Bilimcisi,3,Boşanmış,2613,22310,1,Hayır,25,4,3,80,3,10,2,2,10,7,0,9
33,Hayır,Seyahat Etmez,750,Satış,22,2,Pazarlama,1,160,3,Erkek,95,3,2,Satış Yöneticisi,2,Evli,6146,15480,0,Hayır,13,3,1,80,1,8,2,4,7,7,0,7
56,Evet,Seyrek Seyahat,441,Araştırma ve Geliştirme,14,4,Fen Bilimleri,1,161,2,Kadın,72,3,1,Araştırma Bilimcisi,2,Evli,4963,4510,9,Evet,18,3,1,80,3,7,2,3,5,4,4,3
51,Hayır,Seyrek Seyahat,684,Araştırma ve Geliştirme,6,3,Fen Bilimleri,1,162,1,Erkek,51,3,5,Araştırma Direktörü,3,Bekar,19537,6462,7,Hayır,13,3,3,80,0,23,5,3,20,18,15,15
31,Evet,Seyrek Seyahat,249,Satış,6,4,Fen Bilimleri,1,163,2,Erkek,76,1,2,Satış Yöneticisi,3,Evli,6172,20739,4,Evet,18,3,2,80,0,12,3,2,7,7,7,7
26,Hayır,Seyrek Seyahat,841,Araştırma ve Geliştirme,6,3,Diğer,1,164,3,Kadın,46,2,1,Araştırma Bilimcisi,2,Evli,2368,23300,1,Hayır,19,3,3,80,0,5,3,2,5,4,4,3
58,Evet,Seyrek Seyahat,147,Araştırma ve Geliştirme,23,4,Tıp,1,165,4,Kadın,94,3,3,Sağlık Temsilcisi,4,Evli,10312,3465,1,Hayır,12,3,4,80,1,40,3,2,40,10,15,6
19,Evet,Seyrek Seyahat,528,Satış,22,1,Pazarlama,1,167,4,Erkek,50,3,1,Satış Temsilcisi,3,Bekar,1675,26820,1,Evet,19,3,4,80,0,0,2,2,0,0,0,0
22,Hayır,Seyrek Seyahat,594,Araştırma ve Geliştirme,2,1,Mühendislik,1,169,3,Erkek,100,3,1,Laboratuvar Teknikeri,4,Evli,2523,19299,0,Hayır,14,3,3,80,1,3,2,3,2,1,2,1
49,Hayır,Seyrek Seyahat,470,Araştırma ve Geliştirme,20,4,Tıp,1,170,3,Kadın,96,3,2,Üretim Direktörü,1,Evli,6567,5549,1,Hayır,14,3,3,80,0,16,2,2,15,11,5,11
43,Hayır,Sık Seyahat,957,Araştırma ve Geliştirme,28,3,Tıp,1,171,2,Kadın,72,4,1,Araştırma Bilimcisi,3,Bekar,4739,16090,4,Hayır,12,3,4,80,0,18,2,3,3,2,1,2
50,Hayır,Sık Seyahat,809,Satış,12,3,Pazarlama,1,174,3,Kadın,77,3,3,Satış Yöneticisi,4,Bekar,9208,6645,4,Hayır,11,3,4,80,0,16,3,3,2,2,2,1
31,Evet,Seyrek Seyahat,542,Satış,20,3,Fen Bilimleri,1,175,2,Kadın,71,1,2,Satış Yöneticisi,3,Evli,4559,24788,3,Evet,11,3,3,80,1,4,2,3,2,2,2,2
41,Hayır,Seyrek Seyahat,802,Satış,9,1,Fen Bilimleri,1,176,3,Erkek,96,3,3,Satış Yöneticisi,3,Boşanmış,8189,21196,3,Evet,13,3,3,80,1,12,2,3,9,7,0,7
26,Hayır,Seyrek Seyahat,1355,İnsan Kaynakları,25,1,Fen Bilimleri,1,177,3,Kadın,61,3,1,İnsan Kaynakları,3,Evli,2942,8916,1,Hayır,23,4,4,80,1,8,3,3,8,7,5,7
36,Hayır,Seyrek Seyahat,216,Araştırma ve Geliştirme,6,2,Tıp,1,178,2,Erkek,84,3,2,Üretim Direktörü,2,Boşanmış,4941,2819,6,Hayır,20,4,4,80,2,7,0,3,3,2,0,1
51,Evet,Sık Seyahat,1150,Araştırma ve Geliştirme,8,4,Fen Bilimleri,1,179,1,Erkek,53,1,3,Üretim Direktörü,4,Bekar,10650,25150,2,Hayır,15,3,4,80,0,18,2,3,4,2,0,3
39,Hayır,Seyrek Seyahat,1329,Satış,4,4,Fen Bilimleri,1,182,4,Kadın,47,2,2,Satış Yöneticisi,3,Evli,5902,14590,4,Hayır,14,3,3,80,1,17,1,4,15,11,5,9
25,Hayır,Seyrek Seyahat,959,Satış,28,3,Fen Bilimleri,1,183,1,Erkek,41,2,2,Satış Yöneticisi,3,Evli,8639,24835,2,Hayır,18,3,4,80,0,6,3,3,2,2,2,2
30,Hayır,Seyrek Seyahat,1240,İnsan Kaynakları,9,3,İnsan Kaynakları,1,184,3,Erkek,48,3,2,İnsan Kaynakları,4,Evli,6347,13982,0,Evet,19,3,4,80,0,12,2,1,11,9,4,7
32,Evet,Seyrek Seyahat,1033,Araştırma ve Geliştirme,9,3,Tıp,1,190,1,Kadın,41,3,1,Laboratuvar Teknikeri,1,Bekar,4200,10224,7,Hayır,22,4,1,80,0,10,2,4,5,4,0,4
45,Hayır,Seyrek Seyahat,1316,Araştırma ve Geliştirme,29,3,Tıp,1,192,3,Erkek,83,3,1,Araştırma Bilimcisi,4,Bekar,3452,9752,5,Hayır,13,3,2,80,0,9,2,2,6,5,0,3
38,Hayır,Seyrek Seyahat,364,Araştırma ve Geliştirme,3,5,Mühendislik,1,193,4,Kadın,32,3,2,Araştırma Bilimcisi,3,Bekar,4317,2302,3,Evet,20,4,2,80,0,19,2,3,3,2,2,2
30,Hayır,Seyrek Seyahat,438,Araştırma ve Geliştirme,18,3,Fen Bilimleri,1,194,1,Kadın,75,3,1,Araştırma Bilimcisi,3,Bekar,2632,23910,1,Hayır,14,3,3,80,0,5,4,2,5,4,0,4
32,Hayır,Sık Seyahat,689,Satış,9,2,Tıp,1,195,4,Erkek,35,1,2,Satış Yöneticisi,4,Boşanmış,4668,22812,0,Hayır,17,3,4,80,3,9,2,4,8,7,0,7
30,Hayır,Seyrek Seyahat,201,Araştırma ve Geliştirme,5,3,Mühendislik,1,197,4,Kadın,84,3,1,Araştırma Bilimcisi,1,Boşanmış,3204,10415,5,Hayır,14,3,4,80,1,8,3,3,3,2,2,2
30,Hayır,Seyrek Seyahat,1427,Araştırma ve Geliştirme,2,1,Tıp,1,198,2,Erkek,35,2,1,Laboratuvar Teknikeri,4,Bekar,2720,11162,0,Hayır,13,3,4,80,0,6,3,3,5,3,1,2
41,Hayır,Sık Seyahat,857,Araştırma ve Geliştirme,10,3,Fen Bilimleri,1,199,4,Erkek,91,2,4,Yönetici,1,Boşanmış,17181,12888,4,Hayır,13,3,2,80,1,21,2,2,7,6,7,7
41,Hayır,Seyrek Seyahat,933,Araştırma ve Geliştirme,9,4,Fen Bilimleri,1,200,3,Erkek,94,3,1,Laboratuvar Teknikeri,1,Evli,2238,6961,2,Hayır,21,4,4,80,1,7,2,3,5,0,1,4
19,Hayır,Seyrek Seyahat,1181,Araştırma ve Geliştirme,3,1,Tıp,1,201,2,Kadın,79,3,1,Laboratuvar Teknikeri,2,Bekar,1483,16102,1,Hayır,14,3,4,80,0,1,3,3,1,0,0,0
40,Hayır,Sık Seyahat,1395,Araştırma ve Geliştirme,26,3,Tıp,1,202,2,Kadın,54,3,2,Araştırma Bilimcisi,2,Boşanmış,5605,8504,1,Hayır,11,3,1,80,1,20,2,3,20,7,2,13
35,Hayır,Seyrek Seyahat,662,Satış,1,5,Pazarlama,1,204,3,Erkek,94,3,3,Satış Yöneticisi,2,Evli,7295,11439,1,Hayır,13,3,1,80,2,10,3,3,10,8,0,6
53,Hayır,Seyrek Seyahat,1436,Satış,6,2,Pazarlama,1,205,2,Erkek,34,3,2,Satış Temsilcisi,3,Evli,2306,16047,2,Evet,20,4,4,80,1,13,3,1,7,7,4,5
45,Hayır,Seyrek Seyahat,194,Araştırma ve Geliştirme,9,3,Fen Bilimleri,1,206,2,Erkek,60,3,2,Laboratuvar Teknikeri,2,Boşanmış,2348,10901,8,Hayır,18,3,3,80,1,20,2,1,17,9,0,15
32,Hayır,Sık Seyahat,967,Satış,8,3,Pazarlama,1,207,2,Kadın,43,3,3,Satış Yöneticisi,4,Bekar,8998,15589,1,Hayır,14,3,4,80,0,9,2,3,9,8,3,7
29,Hayır,Seyahat Etmez,1496,Araştırma ve Geliştirme,1,1,Mühendislik,1,208,4,Erkek,41,3,2,Üretim Direktörü,3,Evli,4319,26283,1,Hayır,13,3,1,80,1,10,1,3,10,7,0,9
51,Hayır,Seyrek Seyahat,1169,Araştırma ve Geliştirme,7,4,Tıp,1,211,2,Erkek,34,2,2,Üretim Direktörü,3,Evli,6132,13983,2,Hayır,17,3,3,80,0,10,2,3,1,0,0,0
58,Hayır,Seyrek Seyahat,1145,Araştırma ve Geliştirme,9,3,Tıp,1,214,2,Kadın,75,2,1,Araştırma Bilimcisi,2,Evli,3346,11873,4,Evet,20,4,2,80,1,9,3,2,1,0,0,0
40,Hayır,Seyrek Seyahat,630,Satış,4,4,Pazarlama,1,215,3,Erkek,67,2,3,Satış Yöneticisi,4,Evli,10855,8552,7,Hayır,11,3,1,80,1,15,2,2,12,11,2,11
34,Hayır,Sık Seyahat,303,Satış,2,4,Pazarlama,1,216,3,Kadın,75,3,1,Satış Temsilcisi,3,Evli,2231,11314,6,Hayır,18,3,4,80,1,6,3,3,4,3,1,2
22,Hayır,Seyrek Seyahat,1256,Araştırma ve Geliştirme,19,1,Tıp,1,217,3,Erkek,80,3,1,Araştırma Bilimcisi,4,Evli,2323,11992,1,Hayır,24,4,1,80,2,2,6,3,2,2,2,2
27,Hayır,Seyahat Etmez,691,Araştırma ve Geliştirme,9,3,Tıp,1,218,4,Erkek,57,3,1,Araştırma Bilimcisi,2,Boşanmış,2024,5970,6,Hayır,18,3,4,80,1,6,1,1,2,2,2,2
28,Hayır,Seyrek Seyahat,440,Araştırma ve Geliştirme,21,3,Tıp,1,221,3,Erkek,42,3,1,Araştırma Bilimcisi,4,Evli,2713,6672,1,Hayır,11,3,3,80,1,5,2,1,5,2,0,2
57,Hayır,Seyrek Seyahat,334,Araştırma ve Geliştirme,24,2,Fen Bilimleri,1,223,3,Erkek,83,4,3,Sağlık Temsilcisi,4,Boşanmış,9439,23402,3,Evet,16,3,2,80,1,12,2,1,5,3,1,4
27,Hayır,Seyahat Etmez,1450,Araştırma ve Geliştirme,3,3,Tıp,1,224,3,Erkek,79,2,1,Araştırma Bilimcisi,3,Boşanmış,2566,25326,1,Evet,15,3,4,80,1,1,2,2,1,1,0,1
50,Hayır,Seyrek Seyahat,1452,Araştırma ve Geliştirme,11,3,Fen Bilimleri,1,226,3,Kadın,53,3,5,Yönetici,2,Bekar,19926,17053,3,Hayır,15,3,2,80,0,21,5,3,5,4,4,4
41,Hayır,Seyrek Seyahat,465,Araştırma ve Geliştirme,14,3,Fen Bilimleri,1,227,1,Erkek,56,3,1,Araştırma Bilimcisi,3,Boşanmış,2451,4609,4,Hayır,12,3,1,80,1,13,2,3,9,8,1,8
30,Hayır,Seyrek Seyahat,1339,Satış,5,3,Fen Bilimleri,1,228,2,Kadın,41,3,3,Satış Yöneticisi,4,Evli,9419,8053,2,Hayır,12,3,3,80,1,12,2,3,10,9,7,4
38,Hayır,Seyrek Seyahat,702,Satış,1,4,Fen Bilimleri,1,230,1,Kadın,59,2,2,Satış Yöneticisi,4,Bekar,8686,12930,4,Hayır,22,4,3,80,0,12,2,4,8,3,0,7
32,Hayır,Seyrek Seyahat,120,Araştırma ve Geliştirme,6,5,Fen Bilimleri,1,231,3,Erkek,43,3,1,Araştırma Bilimcisi,3,Bekar,3038,12430,3,Hayır,20,4,1,80,0,8,2,3,5,4,1,4
27,Hayır,Seyrek Seyahat,1157,Araştırma ve Geliştirme,17,3,Mühendislik,1,233,3,Erkek,51,3,1,Araştırma Bilimcisi,2,Evli,3058,13364,0,Evet,16,3,4,80,1,6,3,2,5,2,1,1
19,Evet,Sık Seyahat,602,Satış,1,1,Mühendislik,1,235,3,Kadın,100,1,1,Satış Temsilcisi,1,Bekar,2325,20989,0,Hayır,21,4,1,80,0,1,5,4,0,0,0,0
36,Hayır,Sık Seyahat,1480,Araştırma ve Geliştirme,3,2,Tıp,1,238,4,Erkek,30,3,1,Laboratuvar Teknikeri,2,Bekar,2088,15062,4,Hayır,12,3,3,80,0,13,3,2,8,7,7,2
30,Hayır,Seyahat Etmez,111,Araştırma ve Geliştirme,9,3,Tıp,1,239,3,Erkek,66,3,2,Laboratuvar Teknikeri,1,Boşanmış,3072,11012,1,Hayır,11,3,3,80,2,12,4,3,12,9,6,10
45,Hayır,Seyrek Seyahat,1268,Satış,4,2,Fen Bilimleri,1,240,3,Kadın,30,3,2,Satış Yöneticisi,1,Boşanmış,5006,6319,4,Evet,11,3,1,80,1,9,3,4,5,4,0,3
56,Hayır,Seyrek Seyahat,713,Araştırma ve Geliştirme,8,3,Fen Bilimleri,1,241,3,Kadın,67,3,1,Araştırma Bilimcisi,1,Boşanmış,4257,13939,4,Evet,18,3,3,80,1,19,3,3,2,2,2,2
33,Hayır,Seyrek Seyahat,134,Araştırma ve Geliştirme,2,3,Fen Bilimleri,1,242,3,Erkek,90,3,1,Araştırma Bilimcisi,4,Bekar,2500,10515,0,Hayır,14,3,1,80,0,4,2,4,3,1,0,2
19,Evet,Seyrek Seyahat,303,Araştırma ve Geliştirme,2,3,Fen Bilimleri,1,243,2,Erkek,47,2,1,Laboratuvar Teknikeri,4,Bekar,1102,9241,1,Hayır,22,4,3,80,0,1,3,2,1,0,1,0
46,Hayır,Seyrek Seyahat,526,Satış,1,2,Pazarlama,1,244,2,Kadın,92,3,3,Satış Yöneticisi,1,Boşanmış,10453,2137,1,Hayır,25,4,3,80,3,24,2,3,24,13,15,7
38,Hayır,Seyrek Seyahat,1380,Araştırma ve Geliştirme,9,2,Fen Bilimleri,1,245,3,Kadın,75,3,1,Laboratuvar Teknikeri,4,Bekar,2288,6319,1,Hayır,12,3,3,80,0,2,3,3,2,2,2,1
31,Hayır,Seyrek Seyahat,140,Araştırma ve Geliştirme,12,1,Tıp,1,246,3,Kadın,95,3,1,Araştırma Bilimcisi,4,Evli,3929,6984,8,Evet,23,4,3,80,1,7,0,3,4,2,0,2
34,Hayır,Seyrek Seyahat,629,Araştırma ve Geliştirme,27,2,Tıp,1,247,4,Kadın,95,3,1,Araştırma Bilimcisi,2,Bekar,2311,5711,2,Hayır,15,3,4,80,0,9,3,3,3,2,1,2
41,Evet,Seyrek Seyahat,1356,Satış,20,2,Pazarlama,1,248,2,Kadın,70,3,1,Satış Temsilcisi,2,Bekar,3140,21728,1,Evet,22,4,4,80,0,4,5,2,4,3,0,2
50,Hayır,Seyrek Seyahat,328,Araştırma ve Geliştirme,1,3,Tıp,1,249,3,Erkek,86,2,1,Laboratuvar Teknikeri,3,Evli,3690,3425,2,Hayır,15,3,4,80,1,5,2,2,3,2,0,2
53,Hayır,Seyrek Seyahat,1084,Araştırma ve Geliştirme,13,2,Tıp,1,250,4,Kadın,57,4,2,Üretim Direktörü,1,Boşanmış,4450,26250,1,Hayır,11,3,3,80,2,5,3,3,4,2,1,3
33,Hayır,Seyrek Seyahat,931,Araştırma ve Geliştirme,14,3,Tıp,1,252,4,Kadın,72,3,1,Araştırma Bilimcisi,2,Evli,2756,4673,1,Hayır,13,3,4,80,1,8,5,3,8,7,1,6
40,Hayır,Seyrek Seyahat,989,Araştırma ve Geliştirme,4,1,Tıp,1,253,4,Kadın,46,3,5,Yönetici,3,Evli,19033,6499,1,Hayır,14,3,2,80,1,21,2,3,20,8,9,9
55,Hayır,Seyrek Seyahat,692,Araştırma ve Geliştirme,14,4,Tıp,1,254,3,Erkek,61,4,5,Araştırma Direktörü,2,Bekar,18722,13339,8,Hayır,11,3,4,80,0,36,3,3,24,15,2,15
34,Hayır,Sık Seyahat,1069,Araştırma ve Geliştirme,2,1,Fen Bilimleri,1,256,4,Erkek,45,2,2,Üretim Direktörü,3,Evli,9547,14074,1,Hayır,17,3,3,80,0,10,2,2,10,9,1,9
51,Hayır,Seyrek Seyahat,313,Araştırma ve Geliştirme,3,3,Tıp,1,258,4,Kadın,98,3,4,Sağlık Temsilcisi,2,Bekar,13734,7192,3,Hayır,18,3,3,80,0,21,6,3,7,7,1,0
52,Hayır,Seyrek Seyahat,699,Araştırma ve Geliştirme,1,4,Fen Bilimleri,1,259,3,Erkek,65,2,5,Yönetici,3,Evli,19999,5678,0,Hayır,14,3,1,80,1,34,5,3,33,18,11,9
27,Hayır,Seyrek Seyahat,894,Araştırma ve Geliştirme,9,3,Tıp,1,260,4,Kadın,99,3,1,Araştırma Bilimcisi,2,Bekar,2279,11781,1,Hayır,16,3,4,80,0,7,2,2,7,7,0,3
35,Evet,Seyrek Seyahat,556,Araştırma ve Geliştirme,23,2,Fen Bilimleri,1,261,2,Erkek,50,2,2,Üretim Direktörü,3,Evli,5916,15497,3,Evet,13,3,1,80,0,8,1,3,1,0,0,1
43,Hayır,Seyahat Etmez,1344,Araştırma ve Geliştirme,7,3,Tıp,1,262,4,Erkek,37,4,1,Araştırma Bilimcisi,4,Boşanmış,2089,5228,4,Hayır,14,3,4,80,3,7,3,4,5,4,2,2
45,Hayır,Seyahat Etmez,1195,Araştırma ve Geliştirme,2,2,Tıp,1,264,1,Erkek,65,2,4,Yönetici,4,Evli,16792,20462,9,Hayır,23,4,4,80,1,22,1,3,20,8,11,8
37,Hayır,Seyrek Seyahat,290,Araştırma ve Geliştirme,21,3,Fen Bilimleri,1,267,2,Erkek,65,4,1,Araştırma Bilimcisi,1,Evli,3564,22977,1,Evet,12,3,1,80,1,8,3,2,8,7,1,7
35,Hayır,Sık Seyahat,138,Araştırma ve Geliştirme,2,3,Tıp,1,269,2,Kadın,37,3,2,Laboratuvar Teknikeri,2,Bekar,4425,15986,5,Hayır,11,3,4,80,0,10,5,3,6,2,1,2
42,Hayır,Seyahat Etmez,926,Araştırma ve Geliştirme,21,2,Tıp,1,270,3,Kadın,36,3,2,Üretim Direktörü,3,Boşanmış,5265,16439,2,Hayır,16,3,2,80,1,11,5,3,5,3,0,2
38,Hayır,Seyrek Seyahat,1261,Araştırma ve Geliştirme,2,4,Fen Bilimleri,1,271,4,Erkek,88,3,2,Üretim Direktörü,3,Evli,6553,7259,9,Hayır,14,3,2,80,0,14,3,3,1,0,0,0
38,Hayır,Seyrek Seyahat,1084,Araştırma ve Geliştirme,29,3,Mühendislik,1,273,4,Erkek,54,3,2,Üretim Direktörü,4,Evli,6261,4185,3,Hayır,18,3,1,80,1,9,3,1,7,7,1,7
27,Hayır,Sık Seyahat,472,Araştırma ve Geliştirme,1,1,Mühendislik,1,274,3,Erkek,60,2,2,Üretim Direktörü,1,Evli,4298,9679,5,Hayır,19,3,3,80,1,6,1,3,2,2,2,0
49,Hayır,Seyahat Etmez,1002,Araştırma ve Geliştirme,18,4,Fen Bilimleri,1,275,4,Erkek,92,3,2,Üretim Direktörü,4,Boşanmış,6804,23793,1,Evet,15,3,1,80,2,7,0,3,7,7,1,7
34,Hayır,Sık Seyahat,878,Araştırma ve Geliştirme,10,4,Tıp,1,277,4,Erkek,43,3,1,Araştırma Bilimcisi,3,Boşanmış,3815,5972,1,Evet,17,3,4,80,1,5,4,4,5,3,2,0
40,Hayır,Seyrek Seyahat,905,Araştırma ve Geliştirme,19,2,Tıp,1,281,3,Erkek,99,3,2,Laboratuvar Teknikeri,4,Evli,2741,16523,8,Evet,15,3,3,80,1,15,2,4,7,2,3,7
38,Evet,Seyrek Seyahat,1180,Araştırma ve Geliştirme,29,1,Tıp,1,282,2,Erkek,70,3,2,Sağlık Temsilcisi,1,Evli,6673,11354,7,Evet,19,3,2,80,0,17,2,3,1,0,0,0
29,Evet,Seyrek Seyahat,121,Satış,27,3,Pazarlama,1,283,2,Kadın,35,3,3,Satış Yöneticisi,4,Evli,7639,24525,1,Hayır,22,4,4,80,3,10,3,2,10,4,1,9
22,Hayır,Seyrek Seyahat,1136,Araştırma ve Geliştirme,5,3,Fen Bilimleri,1,284,4,Erkek,60,4,1,Araştırma Bilimcisi,2,Boşanmış,2328,12392,1,Evet,16,3,1,80,1,4,2,2,4,2,2,2
36,Hayır,Sık Seyahat,635,Araştırma ve Geliştirme,18,1,Tıp,1,286,2,Kadın,73,3,1,Laboratuvar Teknikeri,4,Bekar,2153,7703,1,Hayır,13,3,1,80,0,8,2,3,8,1,1,7
40,Hayır,Seyahat Etmez,1151,Araştırma ve Geliştirme,9,5,Fen Bilimleri,1,287,4,Erkek,63,2,2,Sağlık Temsilcisi,4,Evli,4876,14242,9,Hayır,14,3,4,80,1,5,5,1,3,2,0,2
46,Hayır,Seyrek Seyahat,644,Araştırma ve Geliştirme,1,4,Tıp,1,288,4,Erkek,97,3,3,Sağlık Temsilcisi,1,Boşanmış,9396,12368,7,Hayır,16,3,3,80,1,17,3,3,4,2,0,3
32,Evet,Seyrek Seyahat,1045,Satış,4,4,Tıp,1,291,4,Erkek,32,1,3,Satış Yöneticisi,4,Evli,10400,25812,1,Hayır,11,3,3,80,0,14,2,2,14,8,9,8
30,Hayır,Seyahat Etmez,829,Araştırma ve Geliştirme,1,1,Fen Bilimleri,1,292,3,Erkek,88,2,3,Üretim Direktörü,3,Bekar,8474,20925,1,Hayır,22,4,3,80,0,12,2,3,11,8,5,8
27,Hayır,Sık Seyahat,1242,Satış,20,3,Fen Bilimleri,1,293,4,Kadın,90,3,2,Satış Yöneticisi,3,Bekar,9981,12916,1,Hayır,14,3,4,80,0,7,2,3,7,7,0,7
51,Hayır,Seyrek Seyahat,1469,Araştırma ve Geliştirme,8,4,Fen Bilimleri,1,296,2,Erkek,81,2,3,Araştırma Direktörü,2,Evli,12490,15736,5,Hayır,16,3,4,80,2,16,5,1,10,9,4,7
30,Evet,Seyrek Seyahat,1005,Araştırma ve Geliştirme,3,3,Mühendislik,1,297,4,Kadın,88,3,1,Araştırma Bilimcisi,1,Bekar,2657,8556,5,Evet,11,3,3,80,0,8,5,3,5,2,0,4
41,Hayır,Seyrek Seyahat,896,Satış,6,3,Fen Bilimleri,1,298,4,Kadın,75,3,3,Yönetici,4,Bekar,13591,14674,3,Evet,18,3,3,80,0,16,3,3,1,0,0,0
30,Evet,Sık Seyahat,334,Satış,26,4,Pazarlama,1,299,3,Kadın,52,2,2,Satış Yöneticisi,1,Bekar,6696,22967,5,Hayır,15,3,3,80,0,9,5,2,6,3,0,1
29,Evet,Seyrek Seyahat,992,Araştırma ve Geliştirme,1,3,Mühendislik,1,300,3,Erkek,85,3,1,Araştırma Bilimcisi,3,Bekar,2058,19757,0,Hayır,14,3,4,80,0,7,1,2,6,2,1,5
45,Hayır,Seyahat Etmez,1052,Satış,6,3,Tıp,1,302,4,Kadın,57,2,3,Satış Yöneticisi,4,Bekar,8865,16840,6,Hayır,12,3,4,80,0,23,2,3,19,7,12,8
54,Hayır,Seyrek Seyahat,1147,Satış,3,3,Pazarlama,1,303,4,Kadın,52,3,2,Satış Yöneticisi,1,Evli,5940,17011,2,Hayır,14,3,4,80,1,16,4,3,6,2,0,5
36,Hayır,Seyrek Seyahat,1396,Araştırma ve Geliştirme,5,2,Fen Bilimleri,1,304,4,Erkek,62,3,2,Laboratuvar Teknikeri,2,Bekar,5914,9945,8,Hayır,16,3,4,80,0,16,3,4,13,11,3,7
33,Hayır,Seyrek Seyahat,147,Araştırma ve Geliştirme,4,4,Tıp,1,305,3,Kadın,47,2,1,Araştırma Bilimcisi,2,Evli,2622,13248,6,Hayır,21,4,4,80,0,7,3,3,3,2,1,1
37,Hayır,Sık Seyahat,663,Araştırma ve Geliştirme,11,3,Diğer,1,306,2,Erkek,47,3,3,Araştırma Direktörü,4,Boşanmış,12185,10056,1,Evet,14,3,3,80,3,10,1,3,10,8,0,7
38,Hayır,Seyrek Seyahat,119,Satış,3,3,Fen Bilimleri,1,307,1,Erkek,76,3,3,Satış Yöneticisi,3,Boşanmış,10609,9647,0,Hayır,12,3,3,80,2,17,6,2,16,10,5,13
31,Hayır,Seyahat Etmez,979,Araştırma ve Geliştirme,1,4,Tıp,1,308,3,Erkek,90,1,2,Üretim Direktörü,3,Evli,4345,4381,0,Hayır,12,3,4,80,1,6,2,3,5,4,1,4
59,Hayır,Seyrek Seyahat,142,Araştırma ve Geliştirme,3,3,Fen Bilimleri,1,309,3,Erkek,70,2,1,Araştırma Bilimcisi,4,Evli,2177,8456,3,Hayır,17,3,1,80,1,7,6,3,1,0,0,0
37,Hayır,Sık Seyahat,319,Satış,4,4,Pazarlama,1,311,1,Erkek,41,3,1,Satış Temsilcisi,4,Boşanmış,2793,2539,4,Hayır,17,3,3,80,1,13,2,3,9,8,5,8
29,Hayır,Sık Seyahat,1413,Satış,1,1,Tıp,1,312,2,Kadın,42,3,3,Satış Yöneticisi,4,Evli,7918,6599,1,Hayır,14,3,4,80,1,11,5,3,11,10,4,1
35,Hayır,Sık Seyahat,944,Satış,1,3,Pazarlama,1,314,3,Kadın,92,3,3,Satış Yöneticisi,3,Bekar,8789,9096,1,Hayır,14,3,1,80,0,10,3,4,10,7,0,8
29,Evet,Seyrek Seyahat,896,Araştırma ve Geliştirme,18,1,Tıp,1,315,3,Erkek,86,2,1,Araştırma Bilimcisi,4,Bekar,2389,14961,1,Evet,13,3,3,80,0,4,3,2,4,3,0,1
52,Hayır,Seyrek Seyahat,1323,Araştırma ve Geliştirme,2,3,Fen Bilimleri,1,316,3,Kadın,89,2,1,Laboratuvar Teknikeri,4,Bekar,3212,3300,7,Hayır,15,3,2,80,0,6,3,2,2,2,2,2
42,Hayır,Seyrek Seyahat,532,Araştırma ve Geliştirme,4,2,Mühendislik,1,319,3,Erkek,58,3,5,Yönetici,4,Evli,19232,4933,1,Hayır,11,3,4,80,0,22,3,3,22,17,11,15
